BOWLER,O,M,R,W,Econ,WD,NB,URL,Match
Jacob Oram,4,0,50,0,12.5,0,1,/cricketers/jacob-oram-38062,south-africa vs new-zealand
Daniel Vettori,4,0,25,0,6.25,0,0,/cricketers/daniel-vettori-38710,south-africa vs new-zealand
Mashrafe Mortaza,4,0,39,1,9.75,0,0,/cricketers/mashrafe-mortaza-56007,bangladesh vs sri-lanka
Syed Rasel,4,1,26,1,6.5,0,0,/cricketers/syed-rasel-56160,bangladesh vs sri-lanka
Mohammad Ashraful,2,0,14,0,7,0,1,/cricketers/mohammad-ashraful-55988,bangladesh vs sri-lanka
Mahmudullah,4,0,19,1,4.75,0,0,/cricketers/mahmudullah-56025,bangladesh vs sri-lanka
Shakib Al Hasan,3,0,22,1,7.33,0,0,/cricketers/shakib-al-hasan-56143,bangladesh vs sri-lanka
Abdur Razzak,3,0,20,1,6.66,2,0,/cricketers/abdur-razzak-56283,bangladesh vs sri-lanka
Chaminda Vaas,4,0,14,2,3.5,0,0,/cricketers/chaminda-vaas-50804,bangladesh vs sri-lanka
Dilhara Fernando,3,1,21,2,7,0,0,/cricketers/dilhara-fernando-48835,bangladesh vs sri-lanka
Farveez Maharoof,3,0,16,1,5.33,0,0,/cricketers/farveez-maharoof-49638,bangladesh vs sri-lanka
Tillakaratne Dilshan,2,0,19,0,9.5,0,0,/cricketers/tillakaratne-dilshan-48472,bangladesh vs sri-lanka
Lasith Malinga,2,0,8,1,4,0,0,/cricketers/lasith-malinga-49758,bangladesh vs sri-lanka
Sanath Jayasuriya,1.5,0,4,2,2.18,0,0,/cricketers/sanath-jayasuriya-49209,bangladesh vs sri-lanka
Mohammad Asif,4,0,34,1,8.5,2,0,/cricketers/mohammad-asif-41411,australia vs pakistan
Sohail Tanvir,4,0,31,3,7.75,1,0,/cricketers/sohail-tanvir-43265,australia vs pakistan
Shahid Afridi,4,1,35,1,8.75,0,0,/cricketers/shahid-afridi-42639,australia vs pakistan
Mohammad Hafeez,4,0,31,1,7.75,0,0,/cricketers/mohammad-hafeez-41434,australia vs pakistan
Umar Gul,4,0,29,0,7.25,0,0,/cricketers/umar-gul-43524,australia vs pakistan
Brett Lee,4,0,30,0,7.5,0,1,/cricketers/brett-lee-6278,australia vs pakistan
Nathan Bracken,4,0,35,0,8.75,0,0,/cricketers/nathan-bracken-4185,australia vs pakistan
Stuart Clark,4,0,27,3,6.75,0,0,/cricketers/stuart-clark-4582,australia vs pakistan
Mitchell Johnson,4,0,28,1,7,4,0,/cricketers/mitchell-johnson-6033,australia vs pakistan
Andrew Symonds,2.1,0,27,0,12.46,1,0,/cricketers/andrew-symonds-7702,australia vs pakistan
Michael Clarke,1,0,17,0,17,0,0,/cricketers/michael-clarke-4578,australia vs pakistan
James Anderson,4,0,24,2,6,3,0,/cricketers/james-anderson-8608,england vs new-zealand
Stuart Broad,4,0,35,1,8.75,1,0,/cricketers/stuart-broad-10617,england vs new-zealand
Andrew Flintoff,3,0,11,1,3.66,0,0,/cricketers/andrew-flintoff-12856,england vs new-zealand
Dimitri Mascarenhas,4,0,43,0,10.75,0,0,/cricketers/dimitri-mascarenhas-16932,england vs new-zealand
Paul Collingwood,3,0,30,1,10,0,0,/cricketers/paul-collingwood-10772,england vs new-zealand
Chris Schofield,1,0,12,0,12,0,0,/cricketers/chris-schofield-20073,england vs new-zealand
Darren Maddy,1,0,6,2,6,0,0,/cricketers/darren-maddy-16876,england vs new-zealand
Shane Bond,4,0,20,2,5,0,0,/cricketers/shane-bond-36326,england vs new-zealand
Mark Gillespie,4,0,37,0,9.25,1,0,/cricketers/mark-gillespie-37111,england vs new-zealand
Jacob Oram,2,0,26,0,13,0,0,/cricketers/jacob-oram-38062,england vs new-zealand
Chris Martin,4,0,37,1,9.25,0,0,/cricketers/chris-martin-37700,england vs new-zealand
Daniel Vettori,4,0,20,2,5,0,0,/cricketers/daniel-vettori-38710,england vs new-zealand
Scott Styris,2,0,19,0,9.5,0,0,/cricketers/scott-styris-38407,england vs new-zealand
Chaminda Vaas,4,0,23,1,5.75,0,0,/cricketers/chaminda-vaas-50804,pakistan vs sri-lanka
Dilhara Fernando,4,1,17,2,4.25,0,1,/cricketers/dilhara-fernando-48835,pakistan vs sri-lanka
Lasith Malinga,4,0,43,3,10.75,2,1,/cricketers/lasith-malinga-49758,pakistan vs sri-lanka
Sanath Jayasuriya,4,0,64,0,16,0,0,/cricketers/sanath-jayasuriya-49209,pakistan vs sri-lanka
Gayan Wijekoon,4,0,39,0,9.75,0,0,/cricketers/gayan-wijekoon-50345,pakistan vs sri-lanka
Mohammad Asif,4,0,47,2,11.75,1,2,/cricketers/mohammad-asif-41411,pakistan vs sri-lanka
Sohail Tanvir,4,0,26,1,6.5,4,0,/cricketers/sohail-tanvir-43265,pakistan vs sri-lanka
Mohammad Hafeez,4,0,46,1,11.5,2,0,/cricketers/mohammad-hafeez-41434,pakistan vs sri-lanka
Shahid Afridi,4,0,18,3,4.5,1,0,/cricketers/shahid-afridi-42639,pakistan vs sri-lanka
Umar Gul,4,0,14,2,3.5,1,0,/cricketers/umar-gul-43524,pakistan vs sri-lanka
James Anderson,4,0,22,1,5.5,2,0,/cricketers/james-anderson-8608,south-africa vs england
Stuart Broad,4,0,37,3,9.25,2,0,/cricketers/stuart-broad-10617,south-africa vs england
Andrew Flintoff,4,0,23,2,5.75,1,0,/cricketers/andrew-flintoff-12856,south-africa vs england
Dimitri Mascarenhas,3,0,24,1,8,0,0,/cricketers/dimitri-mascarenhas-16932,south-africa vs england
Chris Schofield,4,0,34,1,8.5,1,0,/cricketers/chris-schofield-20073,south-africa vs england
Jeremy Snape,1,0,12,0,12,0,0,/cricketers/jeremy-snape-20278,south-africa vs england
Shaun Pollock,4,1,17,2,4.25,0,0,/cricketers/shaun-pollock-46774,south-africa vs england
Makhaya Ntini,4,0,29,0,7.25,1,0,/cricketers/makhaya-ntini-46592,south-africa vs england
Morne Morkel,4,0,20,1,5,0,0,/cricketers/morne-morkel-46538,south-africa vs england
Johan van der Wath,4,0,30,1,7.5,0,0,/cricketers/johan-van-der-wath-47693,south-africa vs england
Vernon Philander,2,0,22,0,11,0,0,/cricketers/vernon-philander-46945,south-africa vs england
Albie Morkel,2,0,12,2,6,1,0,/cricketers/albie-morkel-46248,south-africa vs england
Brett Lee,4,0,27,3,6.75,1,3,/cricketers/brett-lee-6278,australia vs bangladesh
Nathan Bracken,3,0,14,2,4.66,0,0,/cricketers/nathan-bracken-4185,australia vs bangladesh
Stuart Clark,4,0,13,1,3.25,1,0,/cricketers/stuart-clark-4582,australia vs bangladesh
Mitchell Johnson,4,0,28,1,7,1,2,/cricketers/mitchell-johnson-6033,australia vs bangladesh
Andrew Symonds,2,0,10,0,5,0,0,/cricketers/andrew-symonds-7702,australia vs bangladesh
Michael Clarke,3,0,28,1,9.33,2,0,/cricketers/michael-clarke-4578,australia vs bangladesh
Mashrafe Mortaza,3.5,0,27,0,7.04,0,0,/cricketers/mashrafe-mortaza-56007,australia vs bangladesh
Syed Rasel,2,0,25,0,12.5,1,0,/cricketers/syed-rasel-56160,australia vs bangladesh
Abdur Razzak,4,0,34,0,8.5,0,1,/cricketers/abdur-razzak-56283,australia vs bangladesh
Shakib Al Hasan,2,0,15,0,7.5,0,0,/cricketers/shakib-al-hasan-56143,australia vs bangladesh
Alok Kapali,2,0,23,0,11.5,0,0,/cricketers/alok-kapali-56251,australia vs bangladesh
Sreesanth,3,0,37,1,12.33,0,0,/cricketers/sreesanth-34274,india vs new-zealand
RP Singh,4,0,29,2,7.25,2,0,/cricketers/rp-singh-35280,india vs new-zealand
Ajit Agarkar,4,0,40,0,10,0,0,/cricketers/ajit-agarkar-26184,india vs new-zealand
Irfan Pathan,2,0,16,0,8,1,0,/cricketers/irfan-pathan-32685,india vs new-zealand
Harbhajan Singh,4,0,24,2,6,1,0,/cricketers/harbhajan-singh-29264,india vs new-zealand
Yuvraj Singh,3,0,38,1,12.66,0,0,/cricketers/yuvraj-singh-36084,india vs new-zealand
Shane Bond,4,0,39,1,9.75,0,0,/cricketers/shane-bond-36326,india vs new-zealand
Mark Gillespie,4,0,42,0,10.5,2,0,/cricketers/mark-gillespie-37111,india vs new-zealand
Jeetan Patel,3,0,38,1,12.66,0,0,/cricketers/jeetan-patel-38141,india vs new-zealand
Jacob Oram,2,0,14,1,7,0,0,/cricketers/jacob-oram-38062,india vs new-zealand
Daniel Vettori,4,0,20,4,5,0,0,/cricketers/daniel-vettori-38710,india vs new-zealand
Scott Styris,3,0,25,0,8.33,0,0,/cricketers/scott-styris-38407,india vs new-zealand
Shaun Pollock,3.3,0,40,3,11.42,0,0,/cricketers/shaun-pollock-46774,south-africa vs bangladesh
Makhaya Ntini,2,0,31,1,15.5,0,0,/cricketers/makhaya-ntini-46592,south-africa vs bangladesh
Morne Morkel,4,0,21,2,5.25,1,1,/cricketers/morne-morkel-46538,south-africa vs bangladesh
Johan van der Wath,4,0,13,1,3.25,1,0,/cricketers/johan-van-der-wath-47693,south-africa vs bangladesh
Vernon Philander,4,0,23,2,5.75,0,0,/cricketers/vernon-philander-46945,south-africa vs bangladesh
Albie Morkel,2,0,6,0,3,1,0,/cricketers/albie-morkel-46248,south-africa vs bangladesh
Mashrafe Mortaza,3.5,0,33,0,8.6,0,0,/cricketers/mashrafe-mortaza-56007,south-africa vs bangladesh
Syed Rasel,4,0,28,0,7,0,0,/cricketers/syed-rasel-56160,south-africa vs bangladesh
Abdur Razzak,4,0,26,2,6.5,0,0,/cricketers/abdur-razzak-56283,south-africa vs bangladesh
Mohammad Ashraful,2,0,17,0,8.5,1,0,/cricketers/mohammad-ashraful-55988,south-africa vs bangladesh
Shakib Al Hasan,4,0,28,1,7,0,0,/cricketers/shakib-al-hasan-56143,south-africa vs bangladesh
Farhad Reza,1,0,13,0,13,0,0,/cricketers/farhad-reza-55894,south-africa vs bangladesh
Chaminda Vaas,4,0,27,0,6.75,0,0,/cricketers/chaminda-vaas-50804,new-zealand vs sri-lanka
Dilhara Fernando,4,0,31,2,7.75,1,0,/cricketers/dilhara-fernando-48835,new-zealand vs sri-lanka
Sanath Jayasuriya,4,0,25,1,6.25,0,0,/cricketers/sanath-jayasuriya-49209,new-zealand vs sri-lanka
Gayan Wijekoon,4,0,50,1,12.5,2,0,/cricketers/gayan-wijekoon-50345,new-zealand vs sri-lanka
Lasith Malinga,4,0,28,1,7,1,0,/cricketers/lasith-malinga-49758,new-zealand vs sri-lanka
Shane Bond,4,0,45,0,11.25,0,0,/cricketers/shane-bond-36326,new-zealand vs sri-lanka
Chris Martin,3,0,23,0,7.66,0,0,/cricketers/chris-martin-37700,new-zealand vs sri-lanka
Mark Gillespie,2.5,0,29,0,10.23,1,0,/cricketers/mark-gillespie-37111,new-zealand vs sri-lanka
Daniel Vettori,4,0,23,2,5.75,0,0,/cricketers/daniel-vettori-38710,new-zealand vs sri-lanka
Scott Styris,3,0,16,1,5.33,0,0,/cricketers/scott-styris-38407,new-zealand vs sri-lanka
Jacob Oram,2,0,21,0,10.5,0,0,/cricketers/jacob-oram-38062,new-zealand vs sri-lanka
Mohammad Asif,4,0,18,4,4.5,1,0,/cricketers/mohammad-asif-41411,india vs pakistan
Umar Gul,4,0,27,0,6.75,1,0,/cricketers/umar-gul-43524,india vs pakistan
Yasir Arafat,4,0,39,1,9.75,0,0,/cricketers/yasir-arafat-43654,india vs pakistan
Sohail Tanvir,4,0,18,1,4.5,1,0,/cricketers/sohail-tanvir-43265,india vs pakistan
Shahid Afridi,4,0,37,2,9.25,0,0,/cricketers/shahid-afridi-42639,india vs pakistan
RP Singh,4,0,23,1,5.75,3,0,/cricketers/rp-singh-35280,india vs pakistan
Sreesanth,4,0,29,0,7.25,1,1,/cricketers/sreesanth-34274,india vs pakistan
Ajit Agarkar,4,0,35,1,8.75,0,0,/cricketers/ajit-agarkar-26184,india vs pakistan
Irfan Pathan,4,1,20,2,5,1,0,/cricketers/irfan-pathan-32685,india vs pakistan
Harbhajan Singh,4,0,32,1,8,0,0,/cricketers/harbhajan-singh-29264,india vs pakistan
Brett Lee,4,0,31,1,7.75,0,1,/cricketers/brett-lee-6278,australia vs england
Nathan Bracken,4,0,16,3,4,0,0,/cricketers/nathan-bracken-4185,australia vs england
Stuart Clark,4,0,24,2,6,0,2,/cricketers/stuart-clark-4582,australia vs england
Mitchell Johnson,4,0,22,3,5.5,0,0,/cricketers/mitchell-johnson-6033,australia vs england
Andrew Symonds,2,0,28,0,14,0,0,/cricketers/andrew-symonds-7702,australia vs england
Michael Clarke,2,0,14,0,7,0,0,/cricketers/michael-clarke-4578,australia vs england
Stuart Broad,3,0,23,0,7.66,0,0,/cricketers/stuart-broad-10617,australia vs england
Andrew Flintoff,4,0,25,1,6.25,0,0,/cricketers/andrew-flintoff-12856,australia vs england
Paul Collingwood,1,0,16,0,16,0,0,/cricketers/paul-collingwood-10772,australia vs england
James Kirtley,1,0,17,0,17,0,0,/cricketers/james-kirtley-15901,australia vs england
Dimitri Mascarenhas,2,0,22,0,11,0,0,/cricketers/dimitri-mascarenhas-16932,australia vs england
Chris Schofield,3.5,0,31,1,8.08,0,0,/cricketers/chris-schofield-20073,australia vs england
Thomas Odoyo,3,0,14,1,4.66,1,0,/cricketers/thomas-odoyo-24705,kenya vs sri-lanka
Peter Ongondo,4,0,53,0,13.25,0,1,/cricketers/peter-ongondo-24762,kenya vs sri-lanka
Nehemiah Odhiambo,4,0,57,1,14.25,2,0,/cricketers/nehemiah-odhiambo-238612,kenya vs sri-lanka
Lameck Onyango,4,0,61,0,15.25,0,0,/cricketers/lameck-onyango-24711,kenya vs sri-lanka
Jimmy Kamande,4,0,48,3,12,1,0,/cricketers/jimmy-kamande-24697,kenya vs sri-lanka
Steve Tikolo,1,0,25,0,25,1,1,/cricketers/steve-tikolo-24728,kenya vs sri-lanka
Chaminda Vaas,4,1,15,2,3.75,0,0,/cricketers/chaminda-vaas-50804,kenya vs sri-lanka
Dilhara Fernando,3,0,23,0,7.66,5,0,/cricketers/dilhara-fernando-48835,kenya vs sri-lanka
Sanath Jayasuriya,3,0,9,1,3,0,0,/cricketers/sanath-jayasuriya-49209,kenya vs sri-lanka
Lasith Malinga,3,0,13,2,4.33,1,0,/cricketers/lasith-malinga-49758,kenya vs sri-lanka
Chamara Silva,2,0,11,0,5.5,0,0,/cricketers/chamara-silva-50431,kenya vs sri-lanka
Gayan Wijekoon,3,0,12,1,4,0,0,/cricketers/gayan-wijekoon-50345,kenya vs sri-lanka
Tillakaratne Dilshan,1.3,0,4,2,2.66,0,0,/cricketers/tillakaratne-dilshan-48472,kenya vs sri-lanka
Elton Chigumbura,4,0,31,4,7.75,1,0,/cricketers/elton-chigumbura-55343,england vs zimbabwe
Gary Brent,3,0,34,0,11.33,0,0,/cricketers/gary-brent-55269,england vs zimbabwe
Tawanda Mupariwa,2,0,22,1,11,0,0,/cricketers/tawanda-mupariwa-55652,england vs zimbabwe
Prosper Utseya,4,0,27,1,6.75,0,0,/cricketers/prosper-utseya-55820,england vs zimbabwe
Tatenda Taibu,2,0,20,0,10,0,0,/cricketers/tatenda-taibu-55805,england vs zimbabwe
Keith Dabengwa,2,0,29,0,14.5,1,0,/cricketers/keith-dabengwa-55388,england vs zimbabwe
Chamu Chibhabha,3,0,24,1,8,1,0,/cricketers/chamu-chibhabha-55354,england vs zimbabwe
Stuart Broad,4,0,29,1,7.25,0,0,/cricketers/stuart-broad-10617,england vs zimbabwe
James Anderson,3,0,31,0,10.33,0,0,/cricketers/james-anderson-8608,england vs zimbabwe
Andrew Flintoff,3,0,18,0,6,0,0,/cricketers/andrew-flintoff-12856,england vs zimbabwe
Dimitri Mascarenhas,4,0,18,3,4.5,0,0,/cricketers/dimitri-mascarenhas-16932,england vs zimbabwe
Chris Schofield,4,0,15,2,3.75,0,0,/cricketers/chris-schofield-20073,england vs zimbabwe
Paul Collingwood,2,0,23,1,11.5,1,0,/cricketers/paul-collingwood-10772,england vs zimbabwe
Syed Rasel,4,1,10,1,2.5,0,0,/cricketers/syed-rasel-56160,bangladesh vs west-indies
Abdur Razzak,4,0,25,2,6.25,0,0,/cricketers/abdur-razzak-56283,bangladesh vs west-indies
Mashrafe Mortaza,2,0,16,0,8,3,0,/cricketers/mashrafe-mortaza-56007,bangladesh vs west-indies
Farhad Reza,2,0,22,0,11,0,0,/cricketers/farhad-reza-55894,bangladesh vs west-indies
Shakib Al Hasan,4,0,34,4,8.5,1,0,/cricketers/shakib-al-hasan-56143,bangladesh vs west-indies
Mohammad Ashraful,4,0,55,1,13.75,0,0,/cricketers/mohammad-ashraful-55988,bangladesh vs west-indies
Daren Powell,3,0,28,0,9.33,0,0,/cricketers/daren-powell-52790,bangladesh vs west-indies
Ravi Rampaul,4,0,35,2,8.75,2,0,/cricketers/ravi-rampaul-52912,bangladesh vs west-indies
Chris Gayle,4,0,22,0,5.5,0,0,/cricketers/chris-gayle-51880,bangladesh vs west-indies
Fidel Edwards,3,0,33,0,11,1,1,/cricketers/fidel-edwards-51782,bangladesh vs west-indies
Dwayne Bravo,2,0,34,0,17,1,0,/cricketers/dwayne-bravo-51439,bangladesh vs west-indies
Ramnaresh Sarwan,2,0,10,2,5,0,0,/cricketers/ramnaresh-sarwan-52969,bangladesh vs west-indies
Elton Chigumbura,3,0,20,3,6.66,0,0,/cricketers/elton-chigumbura-55343,australia vs zimbabwe
Gary Brent,4,0,19,2,4.75,2,0,/cricketers/gary-brent-55269,australia vs zimbabwe
Tawanda Mupariwa,3,0,23,0,7.66,3,0,/cricketers/tawanda-mupariwa-55652,australia vs zimbabwe
Chamu Chibhabha,3,0,17,0,5.66,1,0,/cricketers/chamu-chibhabha-55354,australia vs zimbabwe
Prosper Utseya,4,0,28,1,7,0,0,/cricketers/prosper-utseya-55820,australia vs zimbabwe
Tatenda Taibu,2,0,21,0,10.5,0,0,/cricketers/tatenda-taibu-55805,australia vs zimbabwe
Hamilton Masakadza,1,0,9,1,9,0,0,/cricketers/hamilton-masakadza-55608,australia vs zimbabwe
Brett Lee,4,0,31,1,7.75,2,0,/cricketers/brett-lee-6278,australia vs zimbabwe
Nathan Bracken,3.5,0,25,1,6.52,0,0,/cricketers/nathan-bracken-4185,australia vs zimbabwe
Stuart Clark,4,0,22,2,5.5,0,0,/cricketers/stuart-clark-4582,australia vs zimbabwe
Mitchell Johnson,4,0,26,1,6.5,1,0,/cricketers/mitchell-johnson-6033,australia vs zimbabwe
Andrew Symonds,2,0,11,0,5.5,0,0,/cricketers/andrew-symonds-7702,australia vs zimbabwe
Brad Hodge,2,0,20,0,10,0,0,/cricketers/brad-hodge-5674,australia vs zimbabwe
John Blain,4,0,23,2,5.75,0,0,/cricketers/john-blain-25087,pakistan vs scotland
Dewald Nel,4,1,25,2,6.25,0,0,/cricketers/dewald-nel-25481,pakistan vs scotland
Dougie Brown,4,0,44,0,11,3,0,/cricketers/dougie-brown-9254,pakistan vs scotland
Majid Haq,4,0,49,2,12.25,0,0,/cricketers/majid-haq-25451,pakistan vs scotland
Craig Wright,4,0,29,3,7.25,1,0,/cricketers/craig-wright-25123,pakistan vs scotland
Mohammad Asif,3.5,0,28,1,7.3,0,0,/cricketers/mohammad-asif-41411,pakistan vs scotland
Umar Gul,4,0,25,4,6.25,2,1,/cricketers/umar-gul-43524,pakistan vs scotland
Mohammad Hafeez,4,0,24,1,6,1,0,/cricketers/mohammad-hafeez-41434,pakistan vs scotland
Shahid Afridi,4,0,19,4,4.75,2,0,/cricketers/shahid-afridi-42639,pakistan vs scotland
Yasir Arafat,3,0,14,0,4.66,0,0,/cricketers/yasir-arafat-43654,pakistan vs scotland
Shoaib Malik,1,0,3,0,3,0,0,/cricketers/shoaib-malik-42657,pakistan vs scotland
Shane Bond,4,1,12,2,3,1,0,/cricketers/shane-bond-36326,kenya vs new-zealand
Mark Gillespie,2.5,0,7,4,2.47,2,0,/cricketers/mark-gillespie-37111,kenya vs new-zealand
Jacob Oram,2,0,20,0,10,1,0,/cricketers/jacob-oram-38062,kenya vs new-zealand
Chris Martin,4,1,14,2,3.5,1,0,/cricketers/chris-martin-37700,kenya vs new-zealand
Daniel Vettori,4,0,18,2,4.5,1,0,/cricketers/daniel-vettori-38710,kenya vs new-zealand
Thomas Odoyo,3,0,22,1,7.33,2,1,/cricketers/thomas-odoyo-24705,kenya vs new-zealand
Peter Ongondo,3,0,22,0,7.33,2,0,/cricketers/peter-ongondo-24762,kenya vs new-zealand
Nehemiah Odhiambo,1,0,8,0,8,0,0,/cricketers/nehemiah-odhiambo-238612,kenya vs new-zealand
Rajesh Bhudia,0.4,0,17,0,25.5,0,0,/cricketers/rajesh-bhudia-24773,kenya vs new-zealand
Shaun Pollock,4,0,52,1,13,4,0,/cricketers/shaun-pollock-46774,south-africa vs west-indies
Makhaya Ntini,2,0,19,0,9.5,0,0,/cricketers/makhaya-ntini-46592,south-africa vs west-indies
Johan van der Wath,4,0,33,2,8.25,0,0,/cricketers/johan-van-der-wath-47693,south-africa vs west-indies
Morne Morkel,4,0,30,1,7.5,1,1,/cricketers/morne-morkel-46538,south-africa vs west-indies
Vernon Philander,4,0,35,2,8.75,1,0,/cricketers/vernon-philander-46945,south-africa vs west-indies
Albie Morkel,1,0,16,0,16,2,0,/cricketers/albie-morkel-46248,south-africa vs west-indies
Graeme Smith,1,0,16,0,16,0,0,/cricketers/graeme-smith-47270,south-africa vs west-indies
Daren Powell,4,0,34,0,8.5,4,0,/cricketers/daren-powell-52790,south-africa vs west-indies
Ravi Rampaul,4,0,52,1,13,1,1,/cricketers/ravi-rampaul-52912,south-africa vs west-indies
Dwayne Smith,2,0,37,0,18.5,5,0,/cricketers/dwayne-smith-53118,south-africa vs west-indies
Fidel Edwards,3,0,21,1,7,4,0,/cricketers/fidel-edwards-51782,south-africa vs west-indies
Dwayne Bravo,2.4,0,39,0,14.62,2,0,/cricketers/dwayne-bravo-51439,south-africa vs west-indies
Marlon Samuels,2,0,21,0,10.5,0,0,/cricketers/marlon-samuels-52983,south-africa vs west-indies
Shoaib Akhtar,3,0,22,2,7.33,0,5,/cricketers/shoaib-akhtar-42655,kenya vs pakistan
Umar Gul,3,1,7,0,2.33,1,0,/cricketers/umar-gul-43524,kenya vs pakistan
Fawad Alam,4,0,15,1,3.75,0,0,/cricketers/fawad-alam-40250,kenya vs pakistan
Abdur Rehman,3,0,7,2,2.33,0,0,/cricketers/abdur-rehman-39091,kenya vs pakistan
Younis Khan,3.4,0,18,3,4.9,0,0,/cricketers/younis-khan-43652,kenya vs pakistan
Mohammad Hafeez,3,0,19,2,6.33,0,0,/cricketers/mohammad-hafeez-41434,kenya vs pakistan
Peter Ongondo,3,0,11,1,3.66,3,0,/cricketers/peter-ongondo-24762,kenya vs pakistan
Rajesh Bhudia,4,0,29,0,7.25,0,0,/cricketers/rajesh-bhudia-24773,kenya vs pakistan
Hiren Varaiya,4,0,33,1,8.25,1,0,/cricketers/hiren-varaiya-254114,kenya vs pakistan
Lameck Onyango,3,0,19,0,6.33,0,0,/cricketers/lameck-onyango-24711,kenya vs pakistan
Mashrafe Mortaza,4,0,53,0,13.25,0,0,/cricketers/mashrafe-mortaza-56007,bangladesh vs pakistan
Syed Rasel,4,0,23,0,5.75,1,0,/cricketers/syed-rasel-56160,bangladesh vs pakistan
Abdur Razzak,4,0,18,1,4.5,0,0,/cricketers/abdur-razzak-56283,bangladesh vs pakistan
Mohammad Ashraful,4,0,42,3,10.5,0,0,/cricketers/mohammad-ashraful-55988,bangladesh vs pakistan
Farhad Reza,4,0,55,2,13.75,1,1,/cricketers/farhad-reza-55894,bangladesh vs pakistan
Shoaib Akhtar,4,0,30,2,7.5,2,0,/cricketers/shoaib-akhtar-42655,bangladesh vs pakistan
Mohammad Asif,4,0,36,0,9,1,0,/cricketers/mohammad-asif-41411,bangladesh vs pakistan
Iftikhar Anjum,4,0,33,0,8.25,0,0,/cricketers/iftikhar-anjum-40591,bangladesh vs pakistan
Shahid Afridi,4,0,26,2,6.5,0,0,/cricketers/shahid-afridi-42639,bangladesh vs pakistan
Yasir Arafat,4,0,31,1,7.75,1,0,/cricketers/yasir-arafat-43654,bangladesh vs pakistan
Mashrafe Mortaza,4,0,29,2,7.25,2,0,/cricketers/mashrafe-mortaza-56007,kenya vs bangladesh
Syed Rasel,4,0,20,0,5,0,0,/cricketers/syed-rasel-56160,kenya vs bangladesh
Abdur Razzak,4,0,22,2,5.5,0,0,/cricketers/abdur-razzak-56283,kenya vs bangladesh
Mohammad Ashraful,4,0,32,1,8,2,0,/cricketers/mohammad-ashraful-55988,kenya vs bangladesh
Farhad Reza,4,0,34,2,8.5,0,0,/cricketers/farhad-reza-55894,kenya vs bangladesh
Thomas Odoyo,4,0,28,1,7,1,0,/cricketers/thomas-odoyo-24705,kenya vs bangladesh
Peter Ongondo,4,0,21,2,5.25,0,1,/cricketers/peter-ongondo-24762,kenya vs bangladesh
Lameck Onyango,2,0,21,1,10.5,0,0,/cricketers/lameck-onyango-24711,kenya vs bangladesh
Rajesh Bhudia,2.4,0,32,0,12,2,0,/cricketers/rajesh-bhudia-24773,kenya vs bangladesh
Jimmy Kamande,3,0,21,1,7,1,0,/cricketers/jimmy-kamande-24697,kenya vs bangladesh
Hiren Varaiya,2,0,15,0,7.5,0,0,/cricketers/hiren-varaiya-254114,kenya vs bangladesh
Ryan Sidebottom,4,0,25,2,6.25,0,0,/cricketers/ryan-sidebottom-20187,england vs west-indies
James Anderson,4,0,27,1,6.75,2,0,/cricketers/james-anderson-8608,england vs west-indies
